"Series";"Time";"Value"
"cpu_usage_total.AAM";"2018-12-04T10:50:20+02:00";0.076
"cpu_usage_total.AAM";"2018-12-04T10:50:22+02:00";0.623
"cpu_usage_total.AAM";"2018-12-04T10:50:24+02:00";0.1
"cpu_usage_total.AAM";"2018-12-04T10:50:25+02:00";0.319
"cpu_usage_total.AAM";"2018-12-04T10:50:26+02:00";0.083
"cpu_usage_total.AAM";"2018-12-04T10:50:27+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:50:29+02:00";0.069
"cpu_usage_total.AAM";"2018-12-04T10:50:30+02:00";0.089
"cpu_usage_total.AAM";"2018-12-04T10:50:32+02:00";0.498
"cpu_usage_total.AAM";"2018-12-04T10:50:34+02:00";0.113
"cpu_usage_total.AAM";"2018-12-04T10:50:35+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:50:37+02:00";0.08
"cpu_usage_total.AAM";"2018-12-04T10:50:39+02:00";0.089
"cpu_usage_total.AAM";"2018-12-04T10:50:41+02:00";0.076
"cpu_usage_total.AAM";"2018-12-04T10:50:42+02:00";0.131
"cpu_usage_total.AAM";"2018-12-04T10:50:44+02:00";0.069
"cpu_usage_total.AAM";"2018-12-04T10:50:45+02:00";0.101
"cpu_usage_total.AAM";"2018-12-04T10:50:46+02:00";0.077
"cpu_usage_total.AAM";"2018-12-04T10:50:48+02:00";0.067
"cpu_usage_total.AAM";"2018-12-04T10:50:49+02:00";0.076
"cpu_usage_total.AAM";"2018-12-04T10:50:51+02:00";0.08
"cpu_usage_total.AAM";"2018-12-04T10:50:52+02:00";0.786
"cpu_usage_total.AAM";"2018-12-04T10:50:54+02:00";0.087
"cpu_usage_total.AAM";"2018-12-04T10:50:55+02:00";0.091
"cpu_usage_total.AAM";"2018-12-04T10:50:57+02:00";0.133
"cpu_usage_total.AAM";"2018-12-04T10:50:58+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:50:59+02:00";0.088
"cpu_usage_total.AAM";"2018-12-04T10:51:00+02:00";0.075
"cpu_usage_total.AAM";"2018-12-04T10:51:02+02:00";0.114
"cpu_usage_total.AAM";"2018-12-04T10:51:03+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:51:05+02:00";0.07
"cpu_usage_total.AAM";"2018-12-04T10:51:06+02:00";0.42
"cpu_usage_total.AAM";"2018-12-04T10:51:07+02:00";51.959
"cpu_usage_total.AAM";"2018-12-04T10:51:09+02:00";46.47
"cpu_usage_total.AAM";"2018-12-04T10:51:10+02:00";45.257
"cpu_usage_total.AAM";"2018-12-04T10:51:12+02:00";29.507
"cpu_usage_total.AAM";"2018-12-04T10:51:13+02:00";29.861
"cpu_usage_total.AAM";"2018-12-04T10:51:15+02:00";42.003
"cpu_usage_total.AAM";"2018-12-04T10:51:16+02:00";43.806
"cpu_usage_total.AAM";"2018-12-04T10:51:18+02:00";40.351
"cpu_usage_total.AAM";"2018-12-04T10:51:20+02:00";38.002
"cpu_usage_total.AAM";"2018-12-04T10:51:22+02:00";42.066
"cpu_usage_total.AAM";"2018-12-04T10:51:23+02:00";58.802
"cpu_usage_total.AAM";"2018-12-04T10:51:25+02:00";43.346
"cpu_usage_total.AAM";"2018-12-04T10:51:27+02:00";40.649
"cpu_usage_total.AAM";"2018-12-04T10:51:28+02:00";38.588
"cpu_usage_total.AAM";"2018-12-04T10:51:30+02:00";46.236
"cpu_usage_total.AAM";"2018-12-04T10:51:32+02:00";54.724
"cpu_usage_total.AAM";"2018-12-04T10:51:33+02:00";39.295
"cpu_usage_total.AAM";"2018-12-04T10:51:35+02:00";32.926
"cpu_usage_total.AAM";"2018-12-04T10:51:37+02:00";39.479
"cpu_usage_total.AAM";"2018-12-04T10:51:38+02:00";52.993
"cpu_usage_total.AAM";"2018-12-04T10:51:40+02:00";34.544
"cpu_usage_total.AAM";"2018-12-04T10:51:42+02:00";41.012
"cpu_usage_total.AAM";"2018-12-04T10:51:43+02:00";38.424
"cpu_usage_total.AAM";"2018-12-04T10:51:44+02:00";43.975
"cpu_usage_total.AAM";"2018-12-04T10:51:45+02:00";43.817
"cpu_usage_total.AAM";"2018-12-04T10:51:46+02:00";40.437
"cpu_usage_total.AAM";"2018-12-04T10:51:48+02:00";37.574
"cpu_usage_total.AAM";"2018-12-04T10:51:50+02:00";38.562
"cpu_usage_total.AAM";"2018-12-04T10:51:51+02:00";53.448
"cpu_usage_total.AAM";"2018-12-04T10:51:53+02:00";28.618
"cpu_usage_total.AAM";"2018-12-04T10:51:54+02:00";42.268
"cpu_usage_total.AAM";"2018-12-04T10:51:56+02:00";41.161
"cpu_usage_total.AAM";"2018-12-04T10:51:57+02:00";63.393
"cpu_usage_total.AAM";"2018-12-04T10:51:58+02:00";45.502
"cpu_usage_total.AAM";"2018-12-04T10:52:00+02:00";41.235
"cpu_usage_total.AAM";"2018-12-04T10:52:02+02:00";24.826
"cpu_usage_total.AAM";"2018-12-04T10:52:03+02:00";31.414
"cpu_usage_total.AAM";"2018-12-04T10:52:05+02:00";40.126
"cpu_usage_total.AAM";"2018-12-04T10:52:07+02:00";10.248
"cpu_usage_total.AAM";"2018-12-04T10:52:08+02:00";36.426
"cpu_usage_total.AAM";"2018-12-04T10:52:10+02:00";41.794
"cpu_usage_total.AAM";"2018-12-04T10:52:11+02:00";65.203
"cpu_usage_total.AAM";"2018-12-04T10:52:12+02:00";64.087
"cpu_usage_total.AAM";"2018-12-04T10:52:14+02:00";0.083
"cpu_usage_total.AAM";"2018-12-04T10:52:16+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:52:17+02:00";0.137
"cpu_usage_total.AAM";"2018-12-04T10:52:18+02:00";0.08
"cpu_usage_total.AAM";"2018-12-04T10:52:20+02:00";0.085
"cpu_usage_total.AAM";"2018-12-04T10:52:21+02:00";0.198
"cpu_usage_total.AAM";"2018-12-04T10:52:23+02:00";0.91
"cpu_usage_total.AAM";"2018-12-04T10:52:24+02:00";0.061
"cpu_usage_total.AAM";"2018-12-04T10:52:25+02:00";0.086
"cpu_usage_total.AAM";"2018-12-04T10:52:26+02:00";0.065
"cpu_usage_total.AAM";"2018-12-04T10:52:28+02:00";0.078
"cpu_usage_total.AAM";"2018-12-04T10:52:29+02:00";0.072
"cpu_usage_total.AAM";"2018-12-04T10:52:31+02:00";0.086
"cpu_usage_total.AAM";"2018-12-04T10:52:32+02:00";0.136
"cpu_usage_total.AAM";"2018-12-04T10:52:33+02:00";0.138
"cpu_usage_total.AAM";"2018-12-04T10:52:34+02:00";2.171
"cpu_usage_total.AAM";"2018-12-04T10:52:36+02:00";29.302
"cpu_usage_total.AAM";"2018-12-04T10:52:37+02:00";54.948
"cpu_usage_total.AAM";"2018-12-04T10:52:39+02:00";42.127
"cpu_usage_total.AAM";"2018-12-04T10:52:40+02:00";30.999
"cpu_usage_total.AAM";"2018-12-04T10:52:42+02:00";30.064
"cpu_usage_total.AAM";"2018-12-04T10:52:43+02:00";13.635
"cpu_usage_total.AAM";"2018-12-04T10:52:44+02:00";0.076
"cpu_usage_total.AAM";"2018-12-04T10:52:45+02:00";0.089
"cpu_usage_total.AAM";"2018-12-04T10:52:47+02:00";0.077
"cpu_usage_total.AAM";"2018-12-04T10:52:48+02:00";0.092
"cpu_usage_total.AAM";"2018-12-04T10:52:49+02:00";0.073
"cpu_usage_total.AAM";"2018-12-04T10:52:51+02:00";0.164
"cpu_usage_total.AAM";"2018-12-04T10:52:52+02:00";0.834
"cpu_usage_total.AAM";"2018-12-04T10:52:54+02:00";0.067
"cpu_usage_total.AAM";"2018-12-04T10:52:55+02:00";0.093
"cpu_usage_total.AAM";"2018-12-04T10:52:57+02:00";0.095
"cpu_usage_total.AAM";"2018-12-04T10:52:58+02:00";0.067
"cpu_usage_total.AAM";"2018-12-04T10:52:59+02:00";0.072
"cpu_usage_total.AAM";"2018-12-04T10:53:01+02:00";0.074
"cpu_usage_total.AAM";"2018-12-04T10:53:03+02:00";0.137
"cpu_usage_total.AAM";"2018-12-04T10:53:04+02:00";0.072
"cpu_usage_total.AAM";"2018-12-04T10:53:06+02:00";0.081
"cpu_usage_total.AAM";"2018-12-04T10:53:07+02:00";0.095
"cpu_usage_total.AAM";"2018-12-04T10:53:08+02:00";12.222
"cpu_usage_total.AAM";"2018-12-04T10:53:09+02:00";0.21
