"Series";"Time";"Value"
"cpu_usage_total.RAP";"2018-11-28T16:52:21+02:00";42.599
"cpu_usage_total.RAP";"2018-11-28T16:52:23+02:00";29.84
"cpu_usage_total.RAP";"2018-11-28T16:52:24+02:00";28.055
"cpu_usage_total.RAP";"2018-11-28T16:52:26+02:00";46.375
"cpu_usage_total.RAP";"2018-11-28T16:52:27+02:00";39.009
"cpu_usage_total.RAP";"2018-11-28T16:52:29+02:00";43.664
"cpu_usage_total.RAP";"2018-11-28T16:52:30+02:00";40.505
"cpu_usage_total.RAP";"2018-11-28T16:52:32+02:00";37.081
"cpu_usage_total.RAP";"2018-11-28T16:52:33+02:00";26.679
"cpu_usage_total.RAP";"2018-11-28T16:52:34+02:00";35.381
"cpu_usage_total.RAP";"2018-11-28T16:52:36+02:00";41.593
"cpu_usage_total.RAP";"2018-11-28T16:52:37+02:00";65.504
"cpu_usage_total.RAP";"2018-11-28T16:52:38+02:00";47.157
"cpu_usage_total.RAP";"2018-11-28T16:52:40+02:00";38.542
"cpu_usage_total.RAP";"2018-11-28T16:52:41+02:00";37.111
"cpu_usage_total.RAP";"2018-11-28T16:52:42+02:00";35.002
"cpu_usage_total.RAP";"2018-11-28T16:52:44+02:00";77.329
"cpu_usage_total.RAP";"2018-11-28T16:52:45+02:00";45.239
"cpu_usage_total.RAP";"2018-11-28T16:52:46+02:00";43.102
"cpu_usage_total.RAP";"2018-11-28T16:52:48+02:00";35.678
"cpu_usage_total.RAP";"2018-11-28T16:52:50+02:00";44.054
"cpu_usage_total.RAP";"2018-11-28T16:52:52+02:00";60.309
"cpu_usage_total.RAP";"2018-11-28T16:52:53+02:00";26.286
"cpu_usage_total.RAP";"2018-11-28T16:52:55+02:00";9.331
"cpu_usage_total.RAP";"2018-11-28T16:52:56+02:00";0.148
"cpu_usage_total.RAP";"2018-11-28T16:52:57+02:00";0.108
"cpu_usage_total.RAP";"2018-11-28T16:52:59+02:00";0.076
"cpu_usage_total.RAP";"2018-11-28T16:53:00+02:00";0.084
"cpu_usage_total.RAP";"2018-11-28T16:53:02+02:00";0.089
"cpu_usage_total.RAP";"2018-11-28T16:53:04+02:00";0.089
"cpu_usage_total.RAP";"2018-11-28T16:53:06+02:00";0.108
"cpu_usage_total.RAP";"2018-11-28T16:53:07+02:00";0.077
"cpu_usage_total.RAP";"2018-11-28T16:53:09+02:00";0.092
"cpu_usage_total.RAP";"2018-11-28T16:53:11+02:00";0.075
"cpu_usage_total.RAP";"2018-11-28T16:53:12+02:00";0.087
"cpu_usage_total.RAP";"2018-11-28T16:53:14+02:00";8.74
"cpu_usage_total.RAP";"2018-11-28T16:53:15+02:00";22.607
"cpu_usage_total.RAP";"2018-11-28T16:53:17+02:00";36.281
"cpu_usage_total.RAP";"2018-11-28T16:53:18+02:00";76.607
"cpu_usage_total.RAP";"2018-11-28T16:53:20+02:00";72.013
"cpu_usage_total.RAP";"2018-11-28T16:53:21+02:00";43.729
"cpu_usage_total.RAP";"2018-11-28T16:53:23+02:00";30.166
"cpu_usage_total.RAP";"2018-11-28T16:53:24+02:00";29.268
"cpu_usage_total.RAP";"2018-11-28T16:53:25+02:00";6.42
"cpu_usage_total.RAP";"2018-11-28T16:53:27+02:00";40.95
"cpu_usage_total.RAP";"2018-11-28T16:53:28+02:00";41.23
"cpu_usage_total.RAP";"2018-11-28T16:53:29+02:00";60.334
"cpu_usage_total.RAP";"2018-11-28T16:53:31+02:00";77.693
"cpu_usage_total.RAP";"2018-11-28T16:53:33+02:00";31.414
"cpu_usage_total.RAP";"2018-11-28T16:53:35+02:00";28.954
"cpu_usage_total.RAP";"2018-11-28T16:53:36+02:00";39.688
"cpu_usage_total.RAP";"2018-11-28T16:53:38+02:00";42.283
"cpu_usage_total.RAP";"2018-11-28T16:53:40+02:00";74.396
"cpu_usage_total.RAP";"2018-11-28T16:53:41+02:00";59.187
"cpu_usage_total.RAP";"2018-11-28T16:53:43+02:00";26.779
"cpu_usage_total.RAP";"2018-11-28T16:53:45+02:00";40.362
"cpu_usage_total.RAP";"2018-11-28T16:53:46+02:00";23.225
"cpu_usage_total.RAP";"2018-11-28T16:53:47+02:00";40.26
"cpu_usage_total.RAP";"2018-11-28T16:53:49+02:00";69.059
"cpu_usage_total.RAP";"2018-11-28T16:53:50+02:00";61.427
"cpu_usage_total.RAP";"2018-11-28T16:53:52+02:00";36.436
"cpu_usage_total.RAP";"2018-11-28T16:53:54+02:00";33.921
"cpu_usage_total.RAP";"2018-11-28T16:53:55+02:00";45.278
"cpu_usage_total.RAP";"2018-11-28T16:53:57+02:00";30.688
"cpu_usage_total.RAP";"2018-11-28T16:53:59+02:00";58.987
"cpu_usage_total.RAP";"2018-11-28T16:54:00+02:00";51.964
"cpu_usage_total.RAP";"2018-11-28T16:54:02+02:00";39.641
"cpu_usage_total.RAP";"2018-11-28T16:54:04+02:00";0.374
"cpu_usage_total.RAP";"2018-11-28T16:54:06+02:00";0.113
"cpu_usage_total.RAP";"2018-11-28T16:54:07+02:00";0.107
"cpu_usage_total.RAP";"2018-11-28T16:54:09+02:00";38.937
"cpu_usage_total.RAP";"2018-11-28T16:54:10+02:00";42.498
"cpu_usage_total.RAP";"2018-11-28T16:54:11+02:00";34.868
"cpu_usage_total.RAP";"2018-11-28T16:54:13+02:00";20.701
"cpu_usage_total.RAP";"2018-11-28T16:54:14+02:00";38.828
"cpu_usage_total.RAP";"2018-11-28T16:54:16+02:00";68.552
"cpu_usage_total.RAP";"2018-11-28T16:54:18+02:00";41.626
"cpu_usage_total.RAP";"2018-11-28T16:54:19+02:00";35.497
"cpu_usage_total.RAP";"2018-11-28T16:54:20+02:00";28.481
"cpu_usage_total.RAP";"2018-11-28T16:54:22+02:00";28.587
"cpu_usage_total.RAP";"2018-11-28T16:54:24+02:00";47.307
"cpu_usage_total.RAP";"2018-11-28T16:54:26+02:00";52.538
"cpu_usage_total.RAP";"2018-11-28T16:54:27+02:00";45.879
"cpu_usage_total.RAP";"2018-11-28T16:54:29+02:00";37.804
"cpu_usage_total.RAP";"2018-11-28T16:54:30+02:00";30.595
"cpu_usage_total.RAP";"2018-11-28T16:54:31+02:00";12.532
"cpu_usage_total.RAP";"2018-11-28T16:54:33+02:00";28.434
"cpu_usage_total.RAP";"2018-11-28T16:54:35+02:00";65.324
"cpu_usage_total.RAP";"2018-11-28T16:54:36+02:00";63.676
"cpu_usage_total.RAP";"2018-11-28T16:54:38+02:00";44.071
"cpu_usage_total.RAP";"2018-11-28T16:54:40+02:00";37.795
"cpu_usage_total.RAP";"2018-11-28T16:54:41+02:00";38.441
"cpu_usage_total.RAP";"2018-11-28T16:54:43+02:00";34.754
"cpu_usage_total.RAP";"2018-11-28T16:54:45+02:00";67.475
"cpu_usage_total.RAP";"2018-11-28T16:54:46+02:00";43.798
"cpu_usage_total.RAP";"2018-11-28T16:54:48+02:00";34.484
"cpu_usage_total.RAP";"2018-11-28T16:54:49+02:00";22.82
"cpu_usage_total.RAP";"2018-11-28T16:54:50+02:00";4.548
"cpu_usage_total.RAP";"2018-11-28T16:54:52+02:00";36.886
"cpu_usage_total.RAP";"2018-11-28T16:54:53+02:00";42.859
"cpu_usage_total.RAP";"2018-11-28T16:54:55+02:00";62.401
"cpu_usage_total.RAP";"2018-11-28T16:54:56+02:00";69.78
"cpu_usage_total.RAP";"2018-11-28T16:54:57+02:00";45.293
"cpu_usage_total.RAP";"2018-11-28T16:54:59+02:00";28.802
"cpu_usage_total.RAP";"2018-11-28T16:55:00+02:00";0.186
"cpu_usage_total.RAP";"2018-11-28T16:55:02+02:00";0.113
"cpu_usage_total.RAP";"2018-11-28T16:55:03+02:00";0.11
"cpu_usage_total.RAP";"2018-11-28T16:55:05+02:00";0.136
"cpu_usage_total.RAP";"2018-11-28T16:55:06+02:00";0.105
